transaction_id,invoice_num,premium,pay_transaction_date,pay_transaction_status
TXN-31B38EEE,INV-12F1B715,168.64,2024-06-14,Paid
TXN-4B20CCFE,INV-BC501E7D,168.64,2024-07-22,Failed
TXN-29551B36,INV-01355BBF,168.64,2024-08-15,Paid
TXN-60E367B2,INV-AD40D0E7,168.64,2024-10-23,Paid Late
TXN-3DBE7720,INV-F72A5A3D,168.64,2024-10-12,Paid
TXN-9D4E6063,INV-5BBDEF19,1029.58,2023-08-11,Paid Late
TXN-B920C22D,INV-5D5DE623,697.93,2025-12-23,Paid
TXN-49C6527E,INV-AE8F59EC,697.93,2026-01-23,Paid
TXN-F9340456,INV-D8C534DB,697.93,2026-02-24,Paid
TXN-476330BB,INV-D6D1428C,697.93,2026-03-19,Paid
TXN-A8CF33E3,INV-4F340FAA,697.93,2026-07-03,Paid Late
TXN-BBDD5CF2,INV-C2FC25B3,697.93,2026-05-25,Paid
TXN-1AC161A8,INV-BD3B501B,697.93,2026-07-27,Paid Late
TXN-F7B67E48,INV-B5013D5C,697.93,2026-07-20,Paid
TXN-7C8BBF40,INV-00716138,697.93,2026-08-18,Paid
TXN-E6D467FA,INV-A2CBCAA1,697.93,2026-09-20,Paid
TXN-B21CFEFC,INV-81F50F04,587.73,2024-04-19,Paid
TXN-4A7DEAE0,INV-42E14476,587.73,2024-10-20,Paid
TXN-E0FC68FC,INV-13A982DB,587.73,2025-04-11,Paid
TXN-CB5A9FB9,INV-E43014AD,1702.76,2024-08-18,Paid
TXN-1A4AF57E,INV-82B81BF0,1702.76,2025-01-05,Paid Late
TXN-22BBB78C,INV-E9B28C68,1702.76,2024-10-16,Paid
TXN-51ECADF5,INV-2EBDF708,1702.76,2024-11-20,Paid
TXN-7E9BC03A,INV-4908F37F,1702.76,2024-12-18,Paid
TXN-4EDE7478,INV-91FDEBBA,1702.76,2025-02-27,Paid Late
TXN-85627484,INV-938DE70D,1702.76,2025-02-12,Paid
TXN-81C28CE0,INV-1787C5DC,1702.76,2025-03-18,Paid
TXN-B33E10CD,INV-78A460A2,1702.76,2025-04-19,Paid
TXN-047CF8D0,INV-96BE2E76,1702.76,2025-05-17,Paid
TXN-2E6DEA92,INV-C682B0DA,1702.76,2025-06-10,Paid
TXN-DA575805,INV-90F97811,1702.76,2025-07-12,Paid
TXN-32D547CD,INV-F0992250,1702.76,2025-08-11,Paid
TXN-51C1923D,INV-4106B8B7,339.77,2024-11-12,Failed
TXN-776A6819,INV-6B835222,1176.89,2025-03-30,Paid
TXN-F65B8A77,INV-B51ED2DC,1176.89,2025-06-25,Paid
TXN-AB64E744,INV-A484755D,1176.89,2025-09-27,Paid
TXN-582FDD78,INV-DFD5B510,1176.89,2025-12-23,Paid
TXN-2A7BD9D8,INV-427DB4E8,1176.89,2026-03-26,Paid
TXN-260F8470,INV-F8E6A9A2,1001.47,2024-01-01,Paid
TXN-928C297B,INV-FCFBE5B9,1001.47,2024-03-25,Paid
TXN-9558E92A,INV-4F01DA0B,1001.47,2024-06-23,Paid
TXN-39FEC713,INV-444A51E3,1001.47,2024-09-21,Paid
TXN-BA968F26,INV-0FE25BE1,1001.47,2024-12-20,Paid
TXN-6FCBA215,INV-63935430,410.12,2025-01-11,Paid
TXN-07A80D13,INV-02078296,410.12,2025-07-12,Paid
TXN-85B77E14,INV-1CC9BE79,410.12,2026-01-04,Paid
TXN-831A5678,INV-4328C2B2,869.48,2025-01-25,Paid
TXN-F96E2267,INV-DD13A529,869.48,2025-07-30,Paid
TXN-1D2667FF,INV-DE7FADC5,869.48,2026-01-27,Paid
TXN-00973B58,INV-CA5907BA,1204.43,2024-11-23,Paid Late
TXN-891886AE,INV-6D683EA7,1204.43,2025-01-04,Paid
TXN-F485717A,INV-337E9BD4,1204.43,2025-04-04,Paid
TXN-990060B3,INV-B38248A9,1204.43,2025-07-01,Paid
TXN-9157C14D,INV-6FB2EE76,1204.43,2025-09-30,Paid
TXN-5E457107,INV-FF689AB3,939.76,2024-09-25,Paid
TXN-5296C34A,INV-52ED45CB,939.76,2025-01-24,Paid Late
TXN-2B29F8E3,INV-5149B4F2,939.76,2025-03-27,Paid
TXN-F26B8898,INV-FF40A3E1,939.76,2025-06-27,Paid
TXN-01C1F530,INV-CE70ECC9,939.76,2025-09-22,Paid
TXN-4336B0B1,INV-C8848374,546.28,2023-11-23,Paid
TXN-7FE00E76,INV-29DDAAE5,546.28,2024-05-20,Paid
TXN-F25D6B61,INV-FE551DE0,546.28,2024-12-29,Paid Late
TXN-F1437B6A,INV-5EF5F1EC,388.49,2026-02-23,Paid Late
TXN-91F00CB8,INV-0E958B0D,388.49,2026-04-27,Paid
TXN-931A1B21,INV-E7B05106,328.01,2022-11-22,Paid Late
TXN-A29D26B8,INV-44DF7033,328.01,2023-03-08,Paid Late
TXN-0E1482A9,INV-79663492,328.01,2023-06-21,Failed
TXN-064EDF13,INV-AB312E84,328.01,2023-09-24,Failed
TXN-4A383329,INV-5E78333C,650.58,2022-06-28,Paid
TXN-4B95A584,INV-0AD85014,650.58,2022-09-25,Paid
TXN-09C769A0,INV-2C034905,650.58,2022-12-25,Paid
TXN-8DC88D99,INV-62B3EA4F,650.58,2023-03-21,Paid
TXN-1F8179E7,INV-CBA0DE92,650.58,2023-09-03,Paid Late
TXN-9D1C0640,INV-8F6D6A5C,479.29,2024-08-05,Paid
TXN-BCCCD4F1,INV-D0C951D9,479.29,2024-09-06,Paid
TXN-17A3F28A,INV-CABAB58C,479.29,2024-10-09,Paid
TXN-D0416821,INV-E8E6B819,479.29,2024-11-04,Paid
TXN-1064B161,INV-E177B321,479.29,2024-12-02,Paid
TXN-36FE6AA4,INV-778E44F9,479.29,2025-01-08,Paid
TXN-30A61946,INV-39B498A5,479.29,2025-02-08,Paid
TXN-31593839,INV-D736538C,479.29,2025-03-07,Paid
TXN-2227B994,INV-22B9C9DB,479.29,2025-04-05,Paid
TXN-8763C9A1,INV-7788CEAB,479.29,2025-05-10,Paid
TXN-E7FED39F,INV-8BCF19F7,479.29,2025-06-01,Paid
TXN-C39DD676,INV-718099BF,479.29,2025-06-30,Paid
TXN-3BAB8BA2,INV-E2B66347,479.29,2025-08-03,Paid
TXN-EB2842EA,INV-CFC4E7FD,1304.08,2024-02-18,Paid
TXN-413F239F,INV-3A4263BB,1304.08,2024-03-23,Paid
TXN-E1727AC6,INV-52A92FB1,1304.08,2024-04-22,Paid
TXN-796D4D85,INV-BBFB0658,1304.08,2024-05-21,Paid
TXN-BB8B3B28,INV-B3F00103,1304.08,2024-06-22,Paid
TXN-68A80AEB,INV-0C28A986,1304.08,2024-07-25,Paid
TXN-CAB9B9E0,INV-F86C7031,1304.08,2024-08-24,Paid
TXN-C4BD5B3E,INV-282B6610,1304.08,2024-09-22,Paid
TXN-53701411,INV-F8F62CF3,1304.08,2024-10-18,Paid
TXN-C32FFC9D,INV-873174DB,1304.08,2024-11-21,Paid
TXN-D209955F,INV-429B2606,1304.08,2024-12-20,Paid
TXN-A18F374F,INV-BD56A506,1304.08,2025-01-18,Paid
TXN-C6962701,INV-0006E374,1304.08,2025-02-18,Paid
TXN-878F47FC,INV-50BD8E43,747.02,2024-07-23,Paid
TXN-ACBF370F,INV-C359D407,747.02,2024-10-24,Paid
TXN-2216F57D,INV-8F42522C,747.02,2025-01-26,Paid
TXN-55FFB6E8,INV-355C5D69,747.02,2025-04-18,Paid
TXN-AD402F83,INV-35D593D3,747.02,2025-07-21,Paid
TXN-DA3A03F0,INV-92144FEA,541.66,2023-07-30,Paid
TXN-24034B44,INV-FDDBC7FA,541.66,2023-09-04,Failed
TXN-C2079A87,INV-E896720A,541.66,2023-09-27,Failed
TXN-02C8128A,INV-2C2EDA9B,541.66,2024-01-28,Failed
TXN-F2EB1A40,INV-A33091E0,541.66,2024-04-20,Paid Late
TXN-AF9EC051,INV-F446F19A,541.66,2024-06-26,Paid Late
TXN-8E0EA92D,INV-FED27873,1482.62,2024-08-23,Failed
TXN-1AE26354,INV-FF9012DC,314.13,2023-12-20,Paid
TXN-E0EFBA5E,INV-75915161,314.13,2024-06-23,Paid
TXN-5993F641,INV-6D086881,314.13,2024-12-13,Paid
TXN-FB925BBB,INV-431B8394,1746.21,2025-09-28,Failed
TXN-6975DCB9,INV-431B8394,1746.21,2025-10-03,Paid
TXN-DC711812,INV-4812EDF8,1746.21,2025-11-02,Paid
TXN-D61C9D66,INV-AD3C9583,1746.21,2025-11-29,Failed
TXN-130373BA,INV-66F7C46B,707.83,2023-02-16,Failed
TXN-54B2030F,INV-66F7C46B,707.83,2023-02-21,Paid
TXN-79C9F50C,INV-8FEBF0A9,707.83,2023-03-21,Paid
TXN-E9BC6822,INV-C07F2FBB,707.83,2023-05-22,Failed
TXN-889A2D78,INV-15E743D1,873.99,2022-09-21,Paid
TXN-B426CBDC,INV-700F89F3,873.99,2023-03-18,Paid
TXN-0CBFC1BC,INV-8D3DE051,873.99,2023-12-03,Paid Late
TXN-4EBBE663,INV-2C4C1410,1237.52,2025-03-11,Paid
TXN-E3A7DA95,INV-A3DFC37A,1237.52,2025-09-18,Paid Late
TXN-A36DE363,INV-3AF018AE,1237.52,2025-11-25,Paid Late
TXN-4DD73891,INV-9D54BCCA,1237.52,2026-01-12,Paid Late
TXN-FFD98506,INV-10923343,1237.52,2026-06-12,Paid Late
TXN-AA92AB16,INV-9C376FF6,904.28,2024-02-01,Paid
TXN-36C5316D,INV-39F0EC89,904.28,2024-07-28,Paid
TXN-EFDEF128,INV-F114214D,904.28,2025-01-28,Failed
TXN-10DBF59E,INV-F114214D,904.28,2025-02-06,Paid
TXN-DA6D030A,INV-BBE46CED,1440.04,2025-06-02,Paid
TXN-0D6D9763,INV-46DDFC0F,1440.04,2025-12-03,Paid
TXN-1222A132,INV-5F9C8909,1440.04,2026-06-06,Failed
TXN-7078A9B9,INV-5F9C8909,1440.04,2026-06-13,Paid
TXN-1C15C2F7,INV-F43B9B51,1211.07,2022-12-03,Paid
TXN-A3627593,INV-C3EBDFEF,1211.07,2023-04-17,Paid Late
TXN-DC294006,INV-F1401412,1211.07,2023-03-03,Paid
TXN-5587A98B,INV-E009AE76,1211.07,2023-06-26,Paid Late
TXN-A1009F3C,INV-726B0BBB,1211.07,2023-05-05,Paid
TXN-949A0FA1,INV-B1543382,1211.07,2023-06-09,Failed
TXN-3AB2276D,INV-B1543382,1211.07,2023-06-18,Paid
TXN-9A102961,INV-301EC147,1211.07,2023-07-07,Failed
TXN-78C6AEF6,INV-301EC147,1211.07,2023-07-12,Paid
TXN-D7C476B7,INV-292C0071,1211.07,2023-11-18,Paid Late
TXN-9B7B1C49,INV-638C2FB6,1211.07,2023-09-05,Paid
TXN-B8BFCE2D,INV-2863BF5F,1211.07,2023-09-30,Paid
TXN-190EBF31,INV-80E33895,1211.07,2023-11-01,Paid
TXN-52A6ABCB,INV-0B3FAD31,1211.07,2023-12-07,Paid
TXN-6E229D0D,INV-495481DA,910.37,2023-10-06,Paid
TXN-429349EA,INV-5D152D61,910.37,2024-04-07,Paid
TXN-34A91DCC,INV-B07046AF,910.37,2024-10-02,Paid
TXN-1D86FE00,INV-A4D2C2C5,670.07,2024-03-25,Paid
TXN-757DFDC6,INV-2D27C7CF,670.07,2024-04-27,Paid
TXN-27597BE1,INV-29E0F29E,670.07,2024-05-30,Paid
TXN-030B9078,INV-98AC3F81,670.07,2024-08-29,Paid Late
TXN-99A1C67A,INV-E70E4C2C,670.07,2024-09-05,Paid Late
TXN-730A93DD,INV-B3FE4D8C,670.07,2024-08-21,Paid
TXN-13A9E078,INV-28718D58,670.07,2024-09-28,Paid
TXN-865748C2,INV-8FFFF75A,670.07,2024-10-21,Paid
TXN-1551D91A,INV-1C5AF800,670.07,2024-11-21,Paid
TXN-91AE0902,INV-5C147BAB,670.07,2025-02-10,Paid Late
TXN-DEDE8DF3,INV-8FE5A53A,670.07,2025-01-19,Paid
TXN-B39D5845,INV-60227328,670.07,2025-02-24,Paid
TXN-A5170F54,INV-47F68EEF,670.07,2025-03-25,Paid
TXN-E0922ADD,INV-3F62C9A8,1163.19,2022-06-13,Paid
TXN-3E416768,INV-E6DAE2DB,1163.19,2023-06-01,Paid
TXN-9623B5CC,INV-E44F7528,853.27,2022-07-31,Paid
TXN-839F9DCA,INV-B1F12B0F,853.27,2022-11-02,Paid
TXN-199FC29A,INV-619F7ED6,853.27,2023-02-01,Paid
TXN-DA9B9F37,INV-E22B1D37,853.27,2023-04-29,Paid
TXN-ECF898E4,INV-F013217B,853.27,2023-07-24,Paid
TXN-40CD7C28,INV-15EBEC32,401.57,2025-03-09,Paid
TXN-E5E7A63F,INV-95585AEF,401.57,2025-04-12,Paid
TXN-7C35356D,INV-6CC10A2A,401.57,2025-05-05,Paid
TXN-6B670B9A,INV-3AF332D7,401.57,2025-06-05,Paid
TXN-1616678E,INV-FEBFD5A7,401.57,2025-07-07,Paid
TXN-828D6581,INV-A9C2EDF3,401.57,2025-08-07,Paid
TXN-3F69D631,INV-8C5FA3FB,401.57,2025-10-02,Paid
TXN-30CB80A5,INV-5978073B,401.57,2026-01-17,Paid Late
TXN-57846BC8,INV-3F8FD90E,401.57,2025-12-05,Paid
TXN-9B6F04DE,INV-13B4C780,401.57,2026-01-04,Paid
TXN-87CED68D,INV-852B319E,401.57,2026-01-30,Paid
TXN-493EF771,INV-19A73246,401.57,2026-03-04,Failed
TXN-DDCB4A1A,INV-8133B4B1,722.09,2025-01-03,Paid
TXN-20439518,INV-C81426B6,722.09,2025-06-28,Paid
TXN-2B70F06D,INV-D323B84B,722.09,2026-01-01,Failed
TXN-8458DAF0,INV-D323B84B,722.09,2026-01-07,Paid
TXN-9456078C,INV-45E14E24,399.5,2024-01-30,Paid
TXN-45BB0392,INV-5B8CB582,399.5,2024-09-18,Paid Late
TXN-0FC4548C,INV-983F510F,399.5,2025-02-02,Paid
TXN-CEADBDC8,INV-BD05386D,576.8,2022-01-28,Paid
TXN-A5FD2F9F,INV-2CC7971D,576.8,2022-07-11,Paid Late
TXN-2CB0A612,INV-D4661526,576.8,2022-08-04,Paid
TXN-62678625,INV-63D01B08,576.8,2022-11-05,Failed
TXN-99CDF4FA,INV-3C045732,1737.79,2022-08-08,Paid
TXN-B38AA508,INV-0A1BD721,794.88,2026-01-22,Paid
TXN-CC0DED2B,INV-0001C814,794.88,2026-02-26,Failed
TXN-067F33B9,INV-929ED4F7,369.32,2026-02-15,Failed
TXN-5D20404A,INV-929ED4F7,369.32,2026-02-24,Paid
TXN-BC3386EA,INV-6F38AA51,1408.78,2024-08-13,Paid
TXN-987A4416,INV-2D49D62C,1408.78,2025-02-07,Paid
TXN-F00097BA,INV-A78489BA,1408.78,2025-08-13,Paid
TXN-44F5683C,INV-3CA37253,1496.05,2025-05-07,Paid
TXN-17E03A97,INV-ED423AFA,1496.05,2025-07-31,Paid
TXN-45F86EB8,INV-B06A52C6,1496.05,2025-11-03,Paid
TXN-AF4832FE,INV-FEC681BF,1496.05,2026-01-31,Paid
TXN-37998F1F,INV-9C81FB86,1496.05,2026-05-03,Paid
TXN-41AF014D,INV-794490E4,1584.67,2022-07-06,Failed
TXN-4C89BB17,INV-794490E4,1584.67,2022-07-11,Paid
TXN-2DEB65FD,INV-01AA1AD9,1584.67,2022-09-30,Paid
TXN-5A7B11D5,INV-ED9FA7CB,1584.67,2023-01-01,Paid
TXN-AC00F358,INV-164B0C4C,1584.67,2023-04-02,Paid
TXN-4D97E649,INV-FF07CEA3,1584.67,2023-06-25,Paid
TXN-9C10A687,INV-584AA20C,1091.23,2026-03-27,Paid
TXN-51E8BF59,INV-5336F37F,1091.23,2026-09-23,Paid
TXN-D6F5DD81,INV-8977B67A,365.49,2023-11-22,Paid
TXN-DE168817,INV-FDC1CB12,1060.53,2023-01-15,Failed
TXN-B6904B2B,INV-FDC1CB12,1060.53,2023-01-25,Paid
TXN-F18B071E,INV-86C6B029,1060.53,2023-09-15,Paid Late
TXN-D4D0BA7C,INV-71956142,1060.53,2023-10-16,Failed
TXN-1F4E7393,INV-238F5448,1718.12,2023-12-01,Paid
TXN-F2DE458A,INV-8C0BF1AC,1718.12,2024-07-01,Paid Late
TXN-BB855624,INV-304605B1,1735.97,2023-07-21,Paid
TXN-908606B3,INV-AA23DCC3,1735.97,2023-12-03,Paid Late
TXN-A3A6802A,INV-41769696,1735.97,2023-10-20,Paid Late
TXN-2DA5E2C5,INV-904B15C6,634.01,2023-05-18,Paid
TXN-487683C6,INV-0FB561A5,634.01,2023-08-18,Paid
TXN-6FF87724,INV-2869A34C,634.01,2023-11-12,Paid
TXN-0ED5C34B,INV-FAF7B6C3,634.01,2024-02-06,Paid
TXN-01B2A45C,INV-DD906E20,634.01,2024-05-08,Paid
TXN-412C2410,INV-D0C9B050,1446.71,2025-05-12,Paid Late
TXN-25EA49D8,INV-AE2F9716,1446.71,2025-03-15,Failed
TXN-E6E79A3D,INV-AE2F9716,1446.71,2025-03-18,Paid
TXN-23D8B116,INV-652B42CE,1446.71,2025-04-19,Paid
TXN-5B17AA2C,INV-CEA04430,1446.71,2025-05-25,Failed
TXN-5FD3F42C,INV-C902A040,1446.71,2025-06-16,Failed
TXN-FCFD2DAA,INV-8591612C,1446.71,2025-11-05,Paid Late
TXN-46B09652,INV-5ACB0683,1446.71,2025-08-14,Paid
TXN-31D06A91,INV-C324DBA2,1446.71,2025-10-13,Paid
TXN-3F96D833,INV-DC7FA9EE,1446.71,2025-11-12,Paid
TXN-B75538E9,INV-226471EE,1446.71,2025-12-12,Paid
TXN-BB28B686,INV-E2623BAB,1446.71,2026-03-14,Paid Late
TXN-9094C56E,INV-E0958B62,1446.71,2026-04-25,Paid Late
TXN-687AFF6A,INV-1965FC99,660.94,2025-11-17,Paid
TXN-901AF7B9,INV-56E6EE37,660.94,2026-08-01,Paid Late
TXN-C32E3462,INV-CEA58EBC,1617.95,2024-07-14,Paid
TXN-A557A706,INV-EB6FC347,1617.95,2024-10-18,Paid Late
TXN-EC9CF426,INV-051B3415,1617.95,2024-09-07,Failed
TXN-0A711376,INV-019AB627,1617.95,2024-10-13,Paid
TXN-5000B469,INV-C79E7375,1617.95,2024-11-06,Paid
TXN-E5C3BF76,INV-7BCDA2EF,1617.95,2024-12-13,Paid
TXN-3B1AC033,INV-1A64E357,1617.95,2025-01-08,Paid
TXN-261583D8,INV-7487F58B,1617.95,2025-02-10,Failed
TXN-B73CE1CB,INV-26751486,1617.95,2025-03-09,Paid
TXN-15E61D7A,INV-A4646FB8,1617.95,2025-04-09,Paid
TXN-A0C3E738,INV-581BE657,1617.95,2025-05-08,Failed
TXN-84B30C52,INV-4B102BDA,1617.95,2025-08-07,Paid Late
TXN-1A8CE640,INV-95B503B2,1617.95,2025-07-10,Paid
TXN-547D5585,INV-9D8D6CD4,1283.04,2022-08-17,Paid
TXN-8FB2AD59,INV-84B6833F,1283.04,2022-09-15,Paid
TXN-2DDB0C35,INV-9483124F,1283.04,2022-10-09,Paid
TXN-4300F2EB,INV-58F9FE87,1283.04,2023-01-23,Paid Late
TXN-8DE21F8A,INV-358FF37A,1283.04,2023-01-11,Paid
TXN-88E058CE,INV-745500C5,1283.04,2023-02-09,Paid
TXN-67879670,INV-B29485DA,1283.04,2023-03-13,Paid
TXN-5487F297,INV-67459931,1283.04,2023-04-11,Paid
TXN-D6EC0F8E,INV-69ECDF7A,1283.04,2023-05-15,Failed
TXN-26CDF097,INV-F2EDFA1C,1283.04,2023-07-06,Paid
TXN-04EA6189,INV-181011FF,738.28,2025-11-20,Paid
TXN-DB0D83B7,INV-7ADB124C,738.28,2026-02-21,Paid
TXN-6B39D8F0,INV-560B74D8,738.28,2026-05-20,Paid
TXN-A6BD87AC,INV-3C66E82E,738.28,2026-08-19,Paid
TXN-AEBD04AD,INV-2BF5C752,1198.03,2025-09-28,Paid
TXN-A0504A88,INV-ED56EE74,1198.03,2025-12-24,Paid
TXN-52D13B9D,INV-ED80CF84,1198.03,2026-03-26,Paid
TXN-0A37D357,INV-3FE87A18,1198.03,2026-06-21,Paid
TXN-6F222A84,INV-ACC5BB49,1198.03,2026-09-26,Paid
