policy_num,invoice_num,invoice_type,invoice_start_date,invoice_end_date,days_arrears_allowed,installment_num,premium
POL-43D07F2D,INV-A74A3911,Premium,2023-09-08,2023-09-13,60,5,1307.38
POL-C151658B,INV-A72F2334,Premium,2025-09-27,2025-12-26,60,1,1783.86
POL-C151658B,INV-3B623B1B,Premium,2025-12-26,2026-03-26,90,2,1783.86
POL-C151658B,INV-BCEFD6C1,Premium,2026-03-26,2026-06-24,90,3,1783.86
POL-C151658B,INV-13D180DF,Premium,2026-06-24,2026-09-22,90,4,1783.86
POL-4E958D77,INV-B1EC663B,Premium,2025-11-28,2025-12-28,60,1,595.64
POL-4E958D77,INV-047D8535,Premium,2025-12-28,2026-01-27,30,2,595.64
POL-4E958D77,INV-F39FA873,Refund,2026-01-27,2026-02-26,90,3,595.64
POL-4E958D77,INV-ACE57271,Premium,2026-02-26,2026-03-28,90,4,595.64
POL-4E958D77,INV-C4354AB1,Adjustment,2026-03-28,2026-04-27,90,5,595.64
POL-4E958D77,INV-BF638727,Premium,2026-04-27,2026-05-27,60,6,595.64
POL-7D94D30B,INV-B63D28C9,Premium,2024-05-11,2024-11-07,90,1,536.71
POL-7D94D30B,INV-A93EE98B,Premium,2024-11-07,2025-05-06,90,2,536.71
POL-3E6A15C1,INV-C82788BC,Premium,2025-06-14,2025-09-12,90,1,168.33
POL-3E6A15C1,INV-52A48F33,Premium,2025-09-12,2025-12-11,90,2,168.33
POL-3E6A15C1,INV-36BA0188,Premium,2025-12-11,2026-03-11,60,3,168.33
POL-3E6A15C1,INV-FE3599B0,Premium,2026-03-11,2026-06-09,90,4,168.33
POL-3E6A15C1,INV-FBC047C6,Premium,2026-06-09,2026-06-14,90,5,168.33
POL-B6E22C4B,INV-F631DE38,Premium,2025-01-27,2025-02-26,30,1,1710.91
POL-B6E22C4B,INV-E81DF4C2,Premium,2025-02-26,2025-03-28,60,2,1710.91
POL-B6E22C4B,INV-F5909BFA,Premium,2025-03-28,2025-04-27,90,3,1710.91
POL-B6E22C4B,INV-6BA8EEB4,Premium,2025-04-27,2025-05-27,90,4,1710.91
POL-B6E22C4B,INV-38492BA8,Premium,2025-05-27,2025-06-26,60,5,1710.91
POL-B6E22C4B,INV-426C7AFD,Adjustment,2025-06-26,2025-07-26,90,6,1710.91
POL-B6E22C4B,INV-B18A6F21,Premium,2025-07-26,2025-08-25,90,7,1710.91
POL-B6E22C4B,INV-0774A27F,Premium,2025-08-25,2025-09-24,30,8,1710.91
POL-B6E22C4B,INV-72E8BF3A,Premium,2025-09-24,2025-10-24,90,9,1710.91
POL-B6E22C4B,INV-AF119693,Premium,2025-10-24,2025-11-23,60,10,1710.91
POL-B6E22C4B,INV-6BEF3700,Premium,2025-11-23,2025-12-23,30,11,1710.91
POL-B6E22C4B,INV-6815F2DA,Premium,2025-12-23,2026-01-22,90,12,1710.91
POL-B6E22C4B,INV-765B0B8B,Premium,2026-01-22,2026-01-27,60,13,1710.91
POL-BD2BC394,INV-760DE38F,Adjustment,2023-09-15,2023-10-15,90,1,1242.49
POL-BD2BC394,INV-905CDE25,Premium,2023-10-15,2023-11-14,90,2,1242.49
POL-BD2BC394,INV-9A702F14,Premium,2023-11-14,2023-12-14,60,3,1242.49
POL-BD2BC394,INV-6FFAC1EA,Premium,2023-12-14,2024-01-13,30,4,1242.49
POL-BD2BC394,INV-F463A5D3,Premium,2024-01-13,2024-02-12,60,5,1242.49
POL-BD2BC394,INV-8850DB6A,Premium,2024-02-12,2024-03-13,60,6,1242.49
POL-BD2BC394,INV-D06387F1,Premium,2024-03-13,2024-04-12,90,7,1242.49
POL-BD2BC394,INV-185D3A86,Premium,2024-04-12,2024-05-12,90,8,1242.49
POL-BD2BC394,INV-3F34C523,Premium,2024-05-12,2024-06-11,60,9,1242.49
POL-BD2BC394,INV-CBBCB805,Premium,2024-06-11,2024-07-11,90,10,1242.49
POL-BD2BC394,INV-E5FB811F,Premium,2024-07-11,2024-08-10,30,11,1242.49
POL-BD2BC394,INV-202F6CCC,Premium,2024-08-10,2024-09-09,90,12,1242.49
POL-BD2BC394,INV-3956353B,Premium,2024-09-09,2024-09-14,60,13,1242.49
POL-CE6D2504,INV-060A632E,Adjustment,2025-04-02,2025-09-29,30,1,1487.61
POL-CE6D2504,INV-0391A3F7,Premium,2025-09-29,2026-03-28,60,2,1487.61
POL-CE6D2504,INV-DEFA1EEA,Adjustment,2026-03-28,2026-04-02,30,3,1487.61
POL-57068233,INV-06EEE06C,Premium,2023-10-22,2024-01-20,60,1,675.75
POL-57068233,INV-B324C6FB,Premium,2024-01-20,2024-04-19,30,2,675.75
POL-57068233,INV-43645034,Premium,2024-04-19,2024-07-18,90,3,675.75
POL-57068233,INV-5C96D462,Premium,2024-07-18,2024-10-16,90,4,675.75
POL-57068233,INV-EF3F7F4C,Premium,2024-10-16,2024-10-21,30,5,675.75
POL-70E315A9,INV-F54172C2,Premium,2025-10-15,2026-04-13,30,1,267.87
POL-70E315A9,INV-12877E05,Premium,2026-04-13,2026-10-10,90,2,267.87
POL-8AE59B8B,INV-CDBB0260,Premium,2024-08-27,2025-02-23,30,1,1636.92
POL-8AE59B8B,INV-1204731C,Premium,2025-02-23,2025-08-22,60,2,1636.92
POL-8AE59B8B,INV-564A509C,Premium,2025-08-22,2025-08-27,60,3,1636.92
POL-62C4A78A,INV-8B40657C,Premium,2025-09-11,2025-12-10,30,1,252.94
POL-62C4A78A,INV-052E584C,Adjustment,2025-12-10,2026-03-10,30,2,252.94
POL-62C4A78A,INV-918F3CF7,Premium,2026-03-10,2026-06-08,60,3,252.94
POL-62C4A78A,INV-6089398B,Premium,2026-06-08,2026-09-06,30,4,252.94
POL-62C4A78A,INV-A5AEB580,Premium,2026-09-06,2026-09-11,60,5,252.94
POL-FF69BC37,INV-F60DE367,Premium,2022-07-11,2022-10-09,30,1,632.41
POL-FF69BC37,INV-AB215E41,Premium,2022-10-09,2023-01-07,30,2,632.41
POL-FF69BC37,INV-874BFDB2,Premium,2023-01-07,2023-04-07,90,3,632.41
POL-8E887B56,INV-143964E8,Premium,2023-04-06,2023-05-06,30,1,1542.57
POL-8E887B56,INV-88E3359E,Premium,2023-05-06,2023-06-05,30,2,1542.57
POL-8E887B56,INV-812AD12F,Adjustment,2023-06-05,2023-07-05,30,3,1542.57
POL-8E887B56,INV-97FD4064,Refund,2023-07-05,2023-08-04,60,4,1542.57
POL-8E887B56,INV-AA589A58,Premium,2023-08-04,2023-09-03,30,5,1542.57
POL-8E887B56,INV-8ACED65E,Adjustment,2023-09-03,2023-10-03,60,6,1542.57
POL-8E887B56,INV-72A3D716,Adjustment,2023-10-03,2023-11-02,30,7,1542.57
POL-F18DBCD5,INV-A30BC2DC,Premium,2023-05-17,2023-06-16,60,1,593.23
POL-F18DBCD5,INV-01D09328,Premium,2023-06-16,2023-07-16,90,2,593.23
POL-F18DBCD5,INV-47542299,Premium,2023-07-16,2023-08-15,60,3,593.23
POL-F18DBCD5,INV-5B7158AF,Adjustment,2023-08-15,2023-09-14,30,4,593.23
POL-F18DBCD5,INV-EB0D9BC8,Adjustment,2023-09-14,2023-10-14,60,5,593.23
POL-F18DBCD5,INV-77CD464F,Premium,2023-10-14,2023-11-13,30,6,593.23
POL-F18DBCD5,INV-6DABA232,Premium,2023-11-13,2023-12-13,90,7,593.23
POL-F18DBCD5,INV-13A06212,Premium,2023-12-13,2024-01-12,60,8,593.23
POL-F18DBCD5,INV-70716442,Premium,2024-01-12,2024-02-11,30,9,593.23
POL-F18DBCD5,INV-D7783325,Premium,2024-02-11,2024-03-12,60,10,593.23
POL-F18DBCD5,INV-49F80B58,Premium,2024-03-12,2024-04-11,30,11,593.23
POL-F18DBCD5,INV-000E0F6A,Premium,2024-04-11,2024-05-11,90,12,593.23
POL-BBAE5B21,INV-7F90DCCD,Premium,2024-04-28,2024-10-25,90,1,1622.91
POL-BBAE5B21,INV-C4034A38,Premium,2024-10-25,2025-04-23,60,2,1622.91
POL-BBAE5B21,INV-F75CF764,Premium,2025-04-23,2025-04-28,30,3,1622.91
POL-F2A5C51F,INV-8C928B00,Premium,2023-02-03,2023-08-02,30,1,1768.5
POL-F2A5C51F,INV-0E6CA4DE,Premium,2023-08-02,2024-01-29,60,2,1768.5
POL-F2A5C51F,INV-6F3EA1EA,Premium,2024-01-29,2024-02-03,60,3,1768.5
POL-09B3CBA5,INV-C95F2896,Premium,2024-10-09,2024-11-08,90,1,1720.94
POL-09B3CBA5,INV-C6C0396D,Premium,2024-11-08,2024-12-08,60,2,1720.94
POL-09B3CBA5,INV-B03A714A,Premium,2024-12-08,2025-01-07,90,3,1720.94
POL-09B3CBA5,INV-B45A062D,Premium,2025-01-07,2025-02-06,90,4,1720.94
POL-09B3CBA5,INV-87A4EC36,Premium,2025-02-06,2025-03-08,60,5,1720.94
POL-09B3CBA5,INV-6B814ABE,Premium,2025-03-08,2025-04-07,90,6,1720.94
POL-09B3CBA5,INV-C4E96B55,Premium,2025-04-07,2025-05-07,90,7,1720.94
POL-09B3CBA5,INV-D53A6565,Premium,2025-05-07,2025-06-06,90,8,1720.94
POL-09B3CBA5,INV-A55A25AA,Premium,2025-06-06,2025-07-06,60,9,1720.94
POL-09B3CBA5,INV-9B76EDA8,Premium,2025-07-06,2025-08-05,30,10,1720.94
POL-09B3CBA5,INV-FF524512,Premium,2025-08-05,2025-09-04,30,11,1720.94
POL-09B3CBA5,INV-BC4993DE,Premium,2025-09-04,2025-10-04,60,12,1720.94
POL-09B3CBA5,INV-F33D6D5A,Premium,2025-10-04,2025-10-09,90,13,1720.94
POL-2B7E6E08,INV-8A985458,Premium,2022-10-30,2023-04-28,60,1,722.63
POL-2B7E6E08,INV-7CAAE941,Premium,2023-04-28,2023-10-25,90,2,722.63
POL-2B7E6E08,INV-7BD1BF9F,Premium,2023-10-25,2023-10-30,30,3,722.63
POL-642179C2,INV-476AB30D,Premium,2026-03-18,2026-04-17,30,1,1250.19
POL-642179C2,INV-85BE5A83,Premium,2026-04-17,2026-05-17,90,2,1250.19
POL-642179C2,INV-1D5F60B9,Premium,2026-05-17,2026-06-16,30,3,1250.19
POL-642179C2,INV-459995F7,Adjustment,2026-06-16,2026-07-16,30,4,1250.19
POL-642179C2,INV-AEB321F9,Premium,2026-07-16,2026-08-15,90,5,1250.19
POL-642179C2,INV-33374868,Adjustment,2026-08-15,2026-09-14,30,6,1250.19
POL-642179C2,INV-084DDE33,Premium,2026-09-14,2026-10-14,30,7,1250.19
POL-3D8E08B1,INV-FF2E7482,Adjustment,2023-03-25,2023-09-21,60,1,363.0
POL-662886B1,INV-5BA38BD5,Premium,2024-11-26,2025-05-25,90,1,279.93
POL-662886B1,INV-E66858A0,Premium,2025-05-25,2025-11-21,90,2,279.93
POL-41E9AF92,INV-E91679D3,Premium,2022-09-06,2022-10-06,30,1,846.23
POL-41E9AF92,INV-810BA8E9,Premium,2022-10-06,2022-11-05,60,2,846.23
POL-41E9AF92,INV-0D2AB129,Premium,2022-11-05,2022-12-05,90,3,846.23
POL-41E9AF92,INV-7971FE9E,Premium,2022-12-05,2023-01-04,60,4,846.23
POL-41E9AF92,INV-4BB35380,Premium,2023-01-04,2023-02-03,60,5,846.23
POL-41E9AF92,INV-8F2FBFCC,Premium,2023-02-03,2023-03-05,30,6,846.23
POL-41E9AF92,INV-8B2ABA08,Premium,2023-03-05,2023-04-04,90,7,846.23
POL-41E9AF92,INV-5C3016F7,Premium,2023-04-04,2023-05-04,60,8,846.23
POL-41E9AF92,INV-E6A873E6,Premium,2023-05-04,2023-06-03,30,9,846.23
POL-41E9AF92,INV-62AF01FD,Premium,2023-06-03,2023-07-03,30,10,846.23
POL-41E9AF92,INV-E29BB8C7,Adjustment,2023-07-03,2023-08-02,30,11,846.23
POL-41E9AF92,INV-5E287D9D,Refund,2023-08-02,2023-09-01,60,12,846.23
POL-41E9AF92,INV-94C39563,Premium,2023-09-01,2023-09-06,60,13,846.23
POL-71419447,INV-45042C9A,Premium,2025-09-29,2026-03-28,90,1,389.57
POL-71419447,INV-73DE147B,Refund,2026-03-28,2026-09-24,90,2,389.57
POL-2F4AE49F,INV-EFDE84DC,Premium,2025-05-04,2025-08-02,60,1,1737.71
POL-2F4AE49F,INV-ABA594A5,Premium,2025-08-02,2025-10-31,60,2,1737.71
POL-2F4AE49F,INV-8D45B715,Premium,2025-10-31,2026-01-29,90,3,1737.71
POL-2F4AE49F,INV-AEC9A456,Adjustment,2026-01-29,2026-04-29,90,4,1737.71
POL-2F4AE49F,INV-8A410A0A,Premium,2026-04-29,2026-05-04,60,5,1737.71
POL-F58D8350,INV-7C59D49F,Refund,2025-01-27,2025-02-26,60,1,284.05
POL-F58D8350,INV-12AC8659,Premium,2025-02-26,2025-03-28,90,2,284.05
POL-F58D8350,INV-520F001B,Refund,2025-03-28,2025-04-27,30,3,284.05
POL-F58D8350,INV-0D7FB8D1,Premium,2025-04-27,2025-05-27,60,4,284.05
POL-F58D8350,INV-2EA3A8B7,Premium,2025-05-27,2025-06-26,90,5,284.05
POL-F58D8350,INV-F7B22E2C,Premium,2025-06-26,2025-07-26,90,6,284.05
POL-F58D8350,INV-D87DB685,Premium,2025-07-26,2025-08-25,30,7,284.05
POL-F58D8350,INV-7C8FD01F,Premium,2025-08-25,2025-09-24,60,8,284.05
POL-F58D8350,INV-06373B90,Premium,2025-09-24,2025-10-24,30,9,284.05
POL-F58D8350,INV-58C1F876,Adjustment,2025-10-24,2025-11-23,90,10,284.05
POL-F58D8350,INV-B633553B,Premium,2025-11-23,2025-12-23,30,11,284.05
POL-F58D8350,INV-9A21BFC8,Premium,2025-12-23,2026-01-22,60,12,284.05
POL-F58D8350,INV-CC2F1DA9,Premium,2026-01-22,2026-01-27,30,13,284.05
POL-DDF95978,INV-BA2E1545,Premium,2026-03-04,2026-06-02,90,1,493.95
POL-DDF95978,INV-34F921B7,Premium,2026-06-02,2026-08-31,90,2,493.95
POL-DDF95978,INV-12C890B2,Premium,2026-08-31,2026-11-29,30,3,493.95
POL-E860CA5D,INV-AAB9B068,Premium,2023-06-15,2023-07-15,60,1,500.94
POL-E860CA5D,INV-28EEF5C9,Premium,2023-07-15,2023-08-14,30,2,500.94
POL-E860CA5D,INV-A1835CAD,Premium,2023-08-14,2023-09-13,30,3,500.94
POL-E860CA5D,INV-E89D8700,Premium,2023-09-13,2023-10-13,60,4,500.94
POL-E860CA5D,INV-5D316351,Premium,2023-10-13,2023-11-12,90,5,500.94
POL-E860CA5D,INV-BA22D422,Premium,2023-11-12,2023-12-12,90,6,500.94
POL-E860CA5D,INV-601D0731,Premium,2023-12-12,2024-01-11,90,7,500.94
POL-E860CA5D,INV-9D9AF595,Premium,2024-01-11,2024-02-10,30,8,500.94
POL-E860CA5D,INV-688A6184,Premium,2024-02-10,2024-03-11,30,9,500.94
POL-E860CA5D,INV-067CF5AA,Refund,2024-03-11,2024-04-10,90,10,500.94
POL-E860CA5D,INV-5D5D1FBA,Premium,2024-04-10,2024-05-10,60,11,500.94
POL-E860CA5D,INV-8DEF3E01,Premium,2024-05-10,2024-06-09,90,12,500.94
POL-E860CA5D,INV-75790FFD,Adjustment,2024-06-09,2024-06-14,90,13,500.94
POL-A12E625F,INV-1C48865D,Premium,2025-07-29,2026-01-25,60,1,1647.91
POL-A12E625F,INV-E0B36F6B,Premium,2026-01-25,2026-07-24,30,2,1647.91
POL-A12E625F,INV-1BD51E5D,Refund,2026-07-24,2026-07-29,90,3,1647.91
POL-5E85F193,INV-2EFEFD2E,Premium,2025-07-07,2025-10-05,60,1,1234.71
POL-5E85F193,INV-9150269F,Premium,2025-10-05,2026-01-03,60,2,1234.71
POL-5E85F193,INV-DC116D12,Premium,2026-01-03,2026-04-03,60,3,1234.71
POL-5E85F193,INV-ED7063A8,Premium,2026-04-03,2026-07-02,90,4,1234.71
POL-5E85F193,INV-4DA39E6D,Premium,2026-07-02,2026-07-07,30,5,1234.71
POL-EFB91DAC,INV-2B32CC5C,Premium,2024-06-19,2024-12-16,60,1,597.27
POL-EFB91DAC,INV-45ABCCE1,Adjustment,2024-12-16,2025-06-14,90,2,597.27
POL-EFB91DAC,INV-45F37C5A,Premium,2025-06-14,2025-06-19,60,3,597.27
POL-33D09603,INV-0937FF77,Premium,2023-04-26,2023-07-25,30,1,1038.53
POL-33D09603,INV-DE64C231,Premium,2023-07-25,2023-10-23,60,2,1038.53
POL-33D09603,INV-53B0F709,Premium,2023-10-23,2024-01-21,60,3,1038.53
POL-33D09603,INV-C7E660B7,Premium,2024-01-21,2024-04-20,30,4,1038.53
POL-33D09603,INV-5FAE0D0D,Premium,2024-04-20,2024-04-25,30,5,1038.53
POL-35F36C38,INV-927A976C,Premium,2023-10-17,2023-11-16,90,1,168.64
POL-35F36C38,INV-34EAAF46,Premium,2023-11-16,2023-12-16,30,2,168.64
POL-35F36C38,INV-1B294256,Premium,2023-12-16,2024-01-15,90,3,168.64
POL-35F36C38,INV-A16C4605,Premium,2024-01-15,2024-02-14,90,4,168.64
POL-35F36C38,INV-06F54486,Premium,2024-02-14,2024-03-15,30,5,168.64
POL-35F36C38,INV-6AB32590,Adjustment,2024-03-15,2024-04-14,60,6,168.64
POL-35F36C38,INV-A5317B2B,Premium,2024-04-14,2024-05-14,30,7,168.64
POL-35F36C38,INV-C244EA71,Premium,2024-05-14,2024-06-13,30,8,168.64
POL-35F36C38,INV-12F1B715,Adjustment,2024-06-13,2024-07-13,30,9,168.64
POL-35F36C38,INV-BC501E7D,Premium,2024-07-13,2024-08-12,60,10,168.64
POL-35F36C38,INV-01355BBF,Adjustment,2024-08-12,2024-09-11,90,11,168.64
POL-35F36C38,INV-AD40D0E7,Premium,2024-09-11,2024-10-11,30,12,168.64
POL-35F36C38,INV-F72A5A3D,Premium,2024-10-11,2024-10-16,30,13,168.64
POL-6B0C1F12,INV-2865BBDB,Premium,2022-11-05,2023-05-04,60,1,1029.58
POL-6B0C1F12,INV-5BBDEF19,Premium,2023-05-04,2023-10-31,90,2,1029.58
POL-21090648,INV-5D5DE623,Premium,2025-12-17,2026-01-16,90,1,697.93
POL-21090648,INV-AE8F59EC,Adjustment,2026-01-16,2026-02-15,60,2,697.93
POL-21090648,INV-D8C534DB,Premium,2026-02-15,2026-03-17,90,3,697.93
POL-21090648,INV-D6D1428C,Premium,2026-03-17,2026-04-16,60,4,697.93
POL-21090648,INV-4F340FAA,Adjustment,2026-04-16,2026-05-16,60,5,697.93
POL-21090648,INV-C2FC25B3,Premium,2026-05-16,2026-06-15,30,6,697.93
POL-21090648,INV-BD3B501B,Premium,2026-06-15,2026-07-15,30,7,697.93
POL-21090648,INV-B5013D5C,Premium,2026-07-15,2026-08-14,30,8,697.93
POL-21090648,INV-00716138,Premium,2026-08-14,2026-09-13,90,9,697.93
POL-21090648,INV-A2CBCAA1,Premium,2026-09-13,2026-10-13,60,10,697.93
POL-B2770E3E,INV-81F50F04,Premium,2024-04-14,2024-10-11,30,1,587.73
POL-B2770E3E,INV-42E14476,Premium,2024-10-11,2025-04-09,30,2,587.73
POL-B2770E3E,INV-13A982DB,Premium,2025-04-09,2025-04-14,90,3,587.73
POL-A005DEC4,INV-E43014AD,Premium,2024-08-12,2024-09-11,60,1,1702.76
POL-A005DEC4,INV-82B81BF0,Adjustment,2024-09-11,2024-10-11,90,2,1702.76
POL-A005DEC4,INV-E9B28C68,Premium,2024-10-11,2024-11-10,60,3,1702.76
POL-A005DEC4,INV-2EBDF708,Premium,2024-11-10,2024-12-10,60,4,1702.76
POL-A005DEC4,INV-4908F37F,Premium,2024-12-10,2025-01-09,90,5,1702.76
POL-A005DEC4,INV-91FDEBBA,Premium,2025-01-09,2025-02-08,30,6,1702.76
POL-A005DEC4,INV-938DE70D,Adjustment,2025-02-08,2025-03-10,90,7,1702.76
POL-A005DEC4,INV-1787C5DC,Refund,2025-03-10,2025-04-09,30,8,1702.76
POL-A005DEC4,INV-78A460A2,Premium,2025-04-09,2025-05-09,30,9,1702.76
POL-A005DEC4,INV-96BE2E76,Adjustment,2025-05-09,2025-06-08,90,10,1702.76
POL-A005DEC4,INV-C682B0DA,Premium,2025-06-08,2025-07-08,30,11,1702.76
POL-A005DEC4,INV-90F97811,Premium,2025-07-08,2025-08-07,90,12,1702.76
POL-A005DEC4,INV-F0992250,Premium,2025-08-07,2025-08-12,90,13,1702.76
POL-EF5ADAD5,INV-97C9780A,Premium,2024-05-10,2024-11-06,60,1,339.77
POL-EF5ADAD5,INV-4106B8B7,Premium,2024-11-06,2025-05-05,90,2,339.77
POL-1FDB67B8,INV-6B835222,Adjustment,2025-03-25,2025-06-23,60,1,1176.89
POL-1FDB67B8,INV-B51ED2DC,Premium,2025-06-23,2025-09-21,30,2,1176.89
POL-1FDB67B8,INV-A484755D,Premium,2025-09-21,2025-12-20,90,3,1176.89
POL-1FDB67B8,INV-DFD5B510,Premium,2025-12-20,2026-03-20,30,4,1176.89
POL-1FDB67B8,INV-427DB4E8,Premium,2026-03-20,2026-03-25,60,5,1176.89
POL-327DC383,INV-F8E6A9A2,Premium,2023-12-22,2024-03-21,90,1,1001.47
POL-327DC383,INV-FCFBE5B9,Premium,2024-03-21,2024-06-19,90,2,1001.47
POL-327DC383,INV-4F01DA0B,Premium,2024-06-19,2024-09-17,30,3,1001.47
POL-327DC383,INV-444A51E3,Premium,2024-09-17,2024-12-16,30,4,1001.47
POL-327DC383,INV-0FE25BE1,Premium,2024-12-16,2024-12-21,30,5,1001.47
POL-6290DFC1,INV-63935430,Premium,2025-01-07,2025-07-06,60,1,410.12
POL-6290DFC1,INV-02078296,Premium,2025-07-06,2026-01-02,60,2,410.12
POL-6290DFC1,INV-1CC9BE79,Premium,2026-01-02,2026-01-07,60,3,410.12
POL-DE54F919,INV-4328C2B2,Premium,2025-01-23,2025-07-22,90,1,869.48
POL-DE54F919,INV-DD13A529,Premium,2025-07-22,2026-01-18,90,2,869.48
POL-DE54F919,INV-DE7FADC5,Premium,2026-01-18,2026-01-23,30,3,869.48
POL-D6194B36,INV-CA5907BA,Adjustment,2024-09-26,2024-12-25,30,1,1204.43
POL-D6194B36,INV-6D683EA7,Premium,2024-12-25,2025-03-25,60,2,1204.43
POL-D6194B36,INV-337E9BD4,Premium,2025-03-25,2025-06-23,60,3,1204.43
POL-D6194B36,INV-B38248A9,Premium,2025-06-23,2025-09-21,30,4,1204.43
POL-D6194B36,INV-6FB2EE76,Premium,2025-09-21,2025-09-26,30,5,1204.43
POL-A427CEBD,INV-FF689AB3,Premium,2024-09-21,2024-12-20,60,1,939.76
POL-A427CEBD,INV-52ED45CB,Premium,2024-12-20,2025-03-20,30,2,939.76
POL-A427CEBD,INV-5149B4F2,Adjustment,2025-03-20,2025-06-18,30,3,939.76
POL-A427CEBD,INV-FF40A3E1,Premium,2025-06-18,2025-09-16,90,4,939.76
POL-A427CEBD,INV-CE70ECC9,Adjustment,2025-09-16,2025-09-21,60,5,939.76
POL-23057693,INV-C8848374,Adjustment,2023-11-20,2024-05-18,90,1,546.28
POL-23057693,INV-29DDAAE5,Adjustment,2024-05-18,2024-11-14,90,2,546.28
POL-23057693,INV-FE551DE0,Premium,2024-11-14,2024-11-19,30,3,546.28
POL-10E360D8,INV-5EF5F1EC,Adjustment,2026-01-23,2026-04-23,30,1,388.49
POL-10E360D8,INV-0E958B0D,Adjustment,2026-04-23,2026-07-22,90,2,388.49
POL-E97E162F,INV-E7B05106,Premium,2022-09-19,2022-12-18,60,1,328.01
POL-E97E162F,INV-44DF7033,Adjustment,2022-12-18,2023-03-18,60,2,328.01
POL-E97E162F,INV-D541F4AF,Premium,2023-03-18,2023-06-16,30,3,328.01
POL-E97E162F,INV-79663492,Premium,2023-06-16,2023-09-14,60,4,328.01
POL-E97E162F,INV-AB312E84,Premium,2023-09-14,2023-09-19,90,5,328.01
POL-94A80772,INV-5E78333C,Premium,2022-06-21,2022-09-19,30,1,650.58
POL-94A80772,INV-0AD85014,Premium,2022-09-19,2022-12-18,90,2,650.58
POL-94A80772,INV-2C034905,Premium,2022-12-18,2023-03-18,90,3,650.58
POL-94A80772,INV-62B3EA4F,Premium,2023-03-18,2023-06-16,60,4,650.58
POL-94A80772,INV-CBA0DE92,Premium,2023-06-16,2023-06-21,60,5,650.58
POL-140478E4,INV-8F6D6A5C,Premium,2024-08-03,2024-09-02,90,1,479.29
POL-140478E4,INV-D0C951D9,Premium,2024-09-02,2024-10-02,90,2,479.29
POL-140478E4,INV-CABAB58C,Premium,2024-10-02,2024-11-01,60,3,479.29
POL-140478E4,INV-E8E6B819,Premium,2024-11-01,2024-12-01,60,4,479.29
POL-140478E4,INV-E177B321,Premium,2024-12-01,2024-12-31,60,5,479.29
POL-140478E4,INV-778E44F9,Premium,2024-12-31,2025-01-30,60,6,479.29
POL-140478E4,INV-39B498A5,Premium,2025-01-30,2025-03-01,60,7,479.29
POL-140478E4,INV-D736538C,Premium,2025-03-01,2025-03-31,90,8,479.29
POL-140478E4,INV-22B9C9DB,Premium,2025-03-31,2025-04-30,60,9,479.29
POL-140478E4,INV-7788CEAB,Premium,2025-04-30,2025-05-30,90,10,479.29
POL-140478E4,INV-8BCF19F7,Premium,2025-05-30,2025-06-29,30,11,479.29
POL-140478E4,INV-718099BF,Premium,2025-06-29,2025-07-29,30,12,479.29
POL-140478E4,INV-E2B66347,Premium,2025-07-29,2025-08-03,60,13,479.29
POL-76219799,INV-CFC4E7FD,Premium,2024-02-16,2024-03-17,90,1,1304.08
POL-76219799,INV-3A4263BB,Premium,2024-03-17,2024-04-16,60,2,1304.08
POL-76219799,INV-52A92FB1,Premium,2024-04-16,2024-05-16,30,3,1304.08
POL-76219799,INV-BBFB0658,Adjustment,2024-05-16,2024-06-15,60,4,1304.08
POL-76219799,INV-B3F00103,Premium,2024-06-15,2024-07-15,60,5,1304.08
POL-76219799,INV-0C28A986,Premium,2024-07-15,2024-08-14,30,6,1304.08
POL-76219799,INV-F86C7031,Premium,2024-08-14,2024-09-13,60,7,1304.08
POL-76219799,INV-282B6610,Premium,2024-09-13,2024-10-13,90,8,1304.08
POL-76219799,INV-F8F62CF3,Premium,2024-10-13,2024-11-12,30,9,1304.08
POL-76219799,INV-873174DB,Premium,2024-11-12,2024-12-12,90,10,1304.08
POL-76219799,INV-429B2606,Premium,2024-12-12,2025-01-11,90,11,1304.08
POL-76219799,INV-BD56A506,Premium,2025-01-11,2025-02-10,60,12,1304.08
POL-76219799,INV-0006E374,Premium,2025-02-10,2025-02-15,60,13,1304.08
POL-D07D891F,INV-50BD8E43,Premium,2024-07-20,2024-10-18,90,1,747.02
POL-D07D891F,INV-C359D407,Adjustment,2024-10-18,2025-01-16,30,2,747.02
POL-D07D891F,INV-8F42522C,Premium,2025-01-16,2025-04-16,30,3,747.02
POL-D07D891F,INV-355C5D69,Premium,2025-04-16,2025-07-15,30,4,747.02
POL-D07D891F,INV-35D593D3,Premium,2025-07-15,2025-07-20,60,5,747.02
POL-D69A329B,INV-92144FEA,Premium,2023-07-24,2023-08-23,30,1,541.66
POL-D69A329B,INV-FDDBC7FA,Premium,2023-08-23,2023-09-22,60,2,541.66
POL-D69A329B,INV-E896720A,Premium,2023-09-22,2023-10-22,30,3,541.66
POL-D69A329B,INV-CE62B977,Premium,2023-10-22,2023-11-21,30,4,541.66
POL-D69A329B,INV-5C86457E,Premium,2023-11-21,2023-12-21,60,5,541.66
POL-D69A329B,INV-35B9F7C1,Premium,2023-12-21,2024-01-20,30,6,541.66
POL-D69A329B,INV-2C2EDA9B,Premium,2024-01-20,2024-02-19,30,7,541.66
POL-D69A329B,INV-A33091E0,Premium,2024-02-19,2024-03-20,60,8,541.66
POL-D69A329B,INV-F446F19A,Premium,2024-03-20,2024-04-19,90,9,541.66
